Policy_ID,Latitude,Longitude,Line_of_Business,Construction_Type,Replacement_Cost_Value,HAZ_CLASS
POL-00295,38.15856803577452,-119.69069952586938,Residential,Masonry,1131648,Low_or_Unzoned
POL-00296,36.979973791226506,-121.805204324546,Residential,Masonry,347878,Low_or_Unzoned
POL-00297,35.81424853215846,-119.11481520579468,Residential,Wood Frame,131319,Low_or_Unzoned
POL-00298,41.33052687035435,-121.13102730112664,Commercial,Steel Frame,862500,Low_or_Unzoned
POL-00299,41.41423433979986,-120.87732318079206,Residential,Wood Frame,254541,Low_or_Unzoned
POL-00300,39.54064616825556,-120.10370099505931,Residential,Masonry,177969,Low_or_Unzoned
POL-00301,37.95749457520916,-122.19383324975702,Residential,Masonry,188203,Low_or_Unzoned
POL-00302,40.49737337920359,-124.49761609870832,Residential,Wood Frame,873908,Low_or_Unzoned
POL-00303,33.82783757794975,-114.89248385365096,Residential,Wood Frame,604140,Low_or_Unzoned
POL-00304,34.415459540453575,-116.70593156938706,Residential,Masonry,1010517,Low_or_Unzoned
POL-00305,40.23845984219813,-123.79015013053997,Residential,Wood Frame,922885,Low_or_Unzoned
POL-00306,35.90888959917327,-119.9793738804131,Residential,Masonry,385868,Low_or_Unzoned
POL-00307,40.833405137724526,-123.2490229440415,Residential,Wood Frame,510742,Low_or_Unzoned
POL-00308,36.22822852051504,-119.11987538231288,Residential,Masonry,358918,Low_or_Unzoned
POL-00309,40.25769467497998,-120.83726497168439,Residential,Wood Frame,456679,Low_or_Unzoned
POL-00310,36.671781631417076,-120.56433829432503,Residential,Wood Frame,249246,High
POL-00311,36.08097207953662,-117.97602844636508,Residential,Wood Frame,738508,Low_or_Unzoned
POL-00312,39.60228911167439,-124.126302576532,Commercial,Masonry,1277092,Low_or_Unzoned
POL-00313,41.0459584461084,-123.93477948846117,Residential,Wood Frame,281168,Low_or_Unzoned
POL-00314,41.1114850541632,-120.3859856065197,Residential,Wood Frame,1506072,Low_or_Unzoned
POL-00315,35.681603339242315,-119.15661226426626,Residential,Steel Frame,591736,Low_or_Unzoned
POL-00316,33.82308469030218,-115.45482029677609,Residential,Masonry,655309,Low_or_Unzoned
POL-00317,34.86064682823742,-116.57702170733977,Residential,Wood Frame,138753,Low_or_Unzoned
POL-00318,39.56748977944043,-121.88964871156028,Commercial,Steel Frame,127285,Low_or_Unzoned
POL-00319,40.82927354923662,-123.47764761519218,Residential,Masonry,606398,Low_or_Unzoned
POL-00320,35.74977661280112,-117.08309403349504,Residential,Wood Frame,1016408,Low_or_Unzoned
POL-00321,40.30194439438412,-120.87141434835647,Commercial,Wood Frame,315809,Low_or_Unzoned
POL-00322,40.541296771477924,-120.2634498252165,Commercial,Masonry,2055593,Low_or_Unzoned
POL-00323,40.07430597490576,-120.95802860711946,Commercial,Masonry,972814,Low_or_Unzoned
POL-00324,33.92421555981335,-115.81100121348493,Commercial,Wood Frame,261274,Low_or_Unzoned
POL-00325,39.36139939973413,-121.26789892472576,Commercial,Wood Frame,553866,Low_or_Unzoned
POL-00326,39.3403470971877,-121.9677652497685,Residential,Wood Frame,3919769,Low_or_Unzoned
POL-00327,38.590902512410324,-122.04754270877959,Residential,Wood Frame,199975,Low_or_Unzoned
POL-00328,37.655882211802165,-122.53519516068974,Residential,Wood Frame,824568,Low_or_Unzoned
POL-00329,34.89209105961605,-118.66672951620099,Commercial,Wood Frame,417401,Very High
POL-00330,41.13028033266947,-120.54289775635452,Commercial,Masonry,951235,Low_or_Unzoned
POL-00331,36.88905513461926,-119.32395179761347,Residential,Masonry,1489303,Low_or_Unzoned
POL-00332,41.49919172631225,-121.03336252168616,Residential,Wood Frame,396729,Low_or_Unzoned
POL-00333,38.30881523662916,-121.37467208553305,Commercial,Wood Frame,1322626,Low_or_Unzoned
POL-00334,40.78517713496944,-121.13578649552774,Commercial,Wood Frame,3194568,Low_or_Unzoned
POL-00335,41.355123683594314,-122.7749881456397,Residential,Wood Frame,569788,Low_or_Unzoned
POL-00336,39.11818282683048,-123.21377244935711,Commercial,Steel Frame,1012477,Low_or_Unzoned
POL-00337,39.218767025977286,-123.19961671958892,Residential,Masonry,336935,Low_or_Unzoned
POL-00338,38.26379294063713,-122.50364795365358,Residential,Wood Frame,548755,Low_or_Unzoned
POL-00339,41.37648664030564,-123.68250654410792,Residential,Wood Frame,469141,Low_or_Unzoned
POL-00340,33.57576143548717,-115.47372387379764,Residential,Wood Frame,1022282,Low_or_Unzoned
POL-00341,41.85599139014218,-122.72749493926207,Residential,Masonry,1416558,Low_or_Unzoned
POL-00342,33.0202355688093,-115.17399082855631,Commercial,Wood Frame,494981,Low_or_Unzoned
POL-00343,40.12710776168111,-121.51606489502684,Commercial,Masonry,1842987,Low_or_Unzoned
POL-00344,35.66824213106587,-120.54093372448216,Commercial,Masonry,1837723,Low_or_Unzoned
POL-00345,36.282602589113964,-120.37013296095552,Residential,Wood Frame,1063933,Low_or_Unzoned
POL-00346,37.60525822791027,-118.78216909112591,Residential,Masonry,357603,Low_or_Unzoned
POL-00347,41.23862835592122,-122.82126248465237,Residential,Masonry,331219,Low_or_Unzoned
POL-00348,35.790286946476634,-117.24191003024711,Residential,Masonry,282122,Low_or_Unzoned
POL-00349,39.50626185704261,-121.24176093790226,Residential,Steel Frame,1154678,Low_or_Unzoned
POL-00350,36.79607043845317,-119.21487612863538,Residential,Wood Frame,204963,Low_or_Unzoned
POL-00351,34.63374581792983,-116.13737410400348,Residential,Wood Frame,928634,Low_or_Unzoned
POL-00352,33.8381416936081,-117.72188925768951,Commercial,Masonry,227547,Low_or_Unzoned
POL-00353,37.234493841025056,-118.75602387103643,Residential,Masonry,1044278,Low_or_Unzoned
POL-00354,41.19103606014695,-120.53768664363517,Commercial,Steel Frame,547860,Low_or_Unzoned
POL-00355,35.942742041608014,-120.15807643195544,Residential,Wood Frame,1570509,Low_or_Unzoned
POL-00356,38.50651073523554,-121.6231249555653,Commercial,Masonry,1346694,Low_or_Unzoned
POL-00357,41.630168015959825,-124.04744885604259,Residential,Wood Frame,1703256,Low_or_Unzoned
POL-00358,36.43892917540673,-120.38171316894783,Residential,Wood Frame,1738711,Low_or_Unzoned
POL-00359,33.31082184674712,-114.54831317132309,Residential,Wood Frame,606163,Low_or_Unzoned
POL-00360,41.9703053925365,-123.01740983285956,Commercial,Wood Frame,213836,Low_or_Unzoned
POL-00361,39.62462446879219,-120.49302675935408,Residential,Wood Frame,232810,Low_or_Unzoned
POL-00362,34.494103134408064,-116.36003734155992,Residential,Masonry,101775,Low_or_Unzoned
POL-00363,41.03151574968678,-120.90279363048312,Commercial,Wood Frame,227082,Low_or_Unzoned
POL-00364,34.448826584579066,-117.90947678983251,Residential,Wood Frame,570951,Very High
POL-00365,33.12423207456935,-115.18157612776474,Residential,Wood Frame,345337,Low_or_Unzoned
POL-00366,36.68724609591317,-120.98471506014786,Residential,Wood Frame,467844,High
POL-00367,36.3072490783156,-121.20611719004987,Residential,Steel Frame,801445,Low_or_Unzoned
POL-00368,36.04643850465765,-120.48770330817028,Residential,Wood Frame,423685,Low_or_Unzoned
POL-00369,38.617995660770646,-122.43477392821536,Residential,Wood Frame,220254,Low_or_Unzoned
POL-00370,33.98344967497881,-117.75065175968375,Residential,Masonry,517835,Low_or_Unzoned
POL-00371,34.60873553836302,-115.84802465526023,Residential,Masonry,263341,Low_or_Unzoned
POL-00372,32.68725010866646,-116.09014342381498,Commercial,Masonry,435117,Low_or_Unzoned
POL-00373,40.0992028110453,-123.34643730572178,Residential,Masonry,1582033,Low_or_Unzoned
POL-00374,34.19617428951617,-115.22131833927611,Residential,Steel Frame,435215,Low_or_Unzoned
POL-00375,38.701088024592806,-120.89923854102844,Residential,Wood Frame,2228336,Low_or_Unzoned
POL-00376,34.762736419943906,-117.31936368845517,Residential,Steel Frame,1698589,Low_or_Unzoned
POL-00377,34.810135814494814,-117.25450767170078,Residential,Masonry,339950,Low_or_Unzoned
POL-00378,39.36153585262876,-121.1809362287568,Residential,Wood Frame,222148,Low_or_Unzoned
POL-00379,40.629116447009714,-123.91472103733186,Residential,Masonry,518117,Low_or_Unzoned
POL-00380,38.84680879742114,-120.43852395845526,Commercial,Masonry,1359547,Low_or_Unzoned
POL-00381,41.01519027595064,-121.37123902729364,Residential,Wood Frame,365071,Low_or_Unzoned
POL-00382,33.312331043117446,-114.9363242207937,Residential,Wood Frame,1117352,Low_or_Unzoned
POL-00383,38.038894829212076,-121.26936956048154,Residential,Steel Frame,1420830,Low_or_Unzoned
POL-00384,40.980381255231265,-122.80220719062314,Residential,Wood Frame,290912,Low_or_Unzoned
POL-00385,34.96452261759728,-116.71355586109829,Commercial,Wood Frame,314632,Low_or_Unzoned
POL-00386,36.107077877589035,-118.75988871857822,Residential,Masonry,955633,Low_or_Unzoned
POL-00387,35.04660458781733,-118.68307081721713,Residential,Wood Frame,610160,Low_or_Unzoned
POL-00388,41.51030641614049,-120.59313632288959,Residential,Wood Frame,312122,Low_or_Unzoned
POL-00389,35.05243491415699,-119.61711849068044,Residential,Masonry,407687,Low_or_Unzoned
POL-00390,37.64552503927823,-122.11672533554903,Residential,Masonry,510723,Low_or_Unzoned
POL-00391,40.43183724959334,-120.9076076988251,Residential,Wood Frame,154525,Low_or_Unzoned
POL-00392,37.49405673187552,-119.82904945531082,Residential,Steel Frame,997008,High
POL-00393,34.13095321555888,-119.36499179528252,Residential,Wood Frame,368444,Low_or_Unzoned
POL-00394,32.67471142720093,-114.94974103337255,Residential,Wood Frame,58280,Low_or_Unzoned
POL-00395,33.61863528745634,-116.49716683459273,Residential,Wood Frame,530143,Low_or_Unzoned
POL-00396,37.764691023900035,-119.94620952113601,Residential,Masonry,298565,High
POL-00397,40.38254713521842,-120.68581880740399,Residential,Wood Frame,2086623,Low_or_Unzoned
POL-00398,34.46100208172573,-116.16368109875556,Commercial,Wood Frame,338284,Low_or_Unzoned
POL-00399,32.604460372255566,-114.6195806129684,Residential,Masonry,224557,Low_or_Unzoned
POL-00400,33.80041348565367,-117.95629108278592,Commercial,Wood Frame,811261,Low_or_Unzoned
POL-00401,38.2049101741197,-120.35193995250364,Residential,Masonry,318584,Low_or_Unzoned
POL-00402,36.478319986474695,-119.77132094930168,Commercial,Wood Frame,289651,Low_or_Unzoned
POL-00403,36.139816018370226,-116.63588691596581,Residential,Steel Frame,812280,Low_or_Unzoned
POL-00404,37.429718200186954,-120.75168449057902,Residential,Wood Frame,235067,High
POL-00405,38.22994503993069,-122.3573239202607,Commercial,Wood Frame,168414,Low_or_Unzoned
POL-00406,36.19830833339878,-116.63960855989076,Commercial,Wood Frame,2149613,Low_or_Unzoned
POL-00407,35.24259049932165,-119.43268702555403,Residential,Masonry,859064,Low_or_Unzoned
POL-00408,35.32265629842016,-116.99118729192267,Residential,Masonry,437412,Low_or_Unzoned
POL-00409,37.02247882089145,-120.01539702371639,Residential,Wood Frame,538863,High
POL-00410,34.54193359661219,-117.07357142499049,Commercial,Masonry,809920,Low_or_Unzoned
POL-00411,34.99150842084834,-119.80937207862227,Residential,Wood Frame,1177224,Low_or_Unzoned
POL-00412,39.82366593558531,-121.955286201064,Residential,Steel Frame,295144,Low_or_Unzoned
POL-00413,33.51268340477083,-117.53523755020798,Commercial,Steel Frame,724268,Low_or_Unzoned
POL-00414,33.21380892649018,-115.68945316260408,Commercial,Steel Frame,360279,Low_or_Unzoned
POL-00415,36.630859716735586,-118.19736019395438,Residential,Masonry,464545,Low_or_Unzoned
POL-00416,34.84081931577151,-116.82186881185257,Residential,Steel Frame,614493,Low_or_Unzoned
POL-00417,33.37002969660303,-115.07732815762334,Commercial,Wood Frame,537485,Low_or_Unzoned
POL-00418,41.214478966891306,-123.24649938094893,Residential,Masonry,973305,Low_or_Unzoned
POL-00419,36.73705484310058,-118.22822002752753,Commercial,Masonry,797844,Low_or_Unzoned
POL-00420,37.648059000094406,-119.52892557656227,Residential,Steel Frame,161694,High
POL-00421,39.45613642089083,-120.92995394637113,Residential,Wood Frame,182360,Low_or_Unzoned
POL-00422,37.14953715460983,-119.98136141009189,Residential,Wood Frame,402007,High
POL-00423,39.20296413889904,-122.43688684695978,Residential,Wood Frame,2333547,Low_or_Unzoned
POL-00424,41.289859015448826,-122.2766684484496,Commercial,Masonry,273409,Low_or_Unzoned
POL-00425,37.89547969024998,-121.11829088044483,Residential,Wood Frame,457449,Low_or_Unzoned
POL-00426,32.82248679656509,-115.49168340302805,Residential,Wood Frame,351836,Low_or_Unzoned
POL-00427,35.324815570039235,-119.92833860430261,Residential,Wood Frame,346890,Low_or_Unzoned
POL-00428,37.00503505824591,-118.96032628064226,Residential,Wood Frame,623180,Low_or_Unzoned
POL-00429,40.68940518439848,-121.78150511467203,Residential,Wood Frame,1657169,Low_or_Unzoned
POL-00430,40.52321928608317,-123.94531979317041,Residential,Wood Frame,778227,Low_or_Unzoned
POL-00431,35.53145449581093,-116.87610905941958,Residential,Steel Frame,284126,Low_or_Unzoned
POL-00432,40.37469700443143,-123.22631852094189,Commercial,Masonry,4889416,Low_or_Unzoned
POL-00433,34.68508395423318,-118.57362582831264,Commercial,Wood Frame,575421,Very High
POL-00434,33.645385414884146,-118.19387643163508,Residential,Masonry,340517,Low_or_Unzoned
POL-00435,39.114743370842326,-120.51275724937268,Residential,Masonry,1672244,Low_or_Unzoned
POL-00436,35.72881215579663,-118.01946061527185,Residential,Wood Frame,371291,Low_or_Unzoned
POL-00437,33.12088523758995,-116.85987305415327,Residential,Wood Frame,2043819,Low_or_Unzoned
POL-00438,34.71311501015952,-119.35724838612347,Commercial,Masonry,269274,Low_or_Unzoned
POL-00439,40.76593930205883,-120.9883534652599,Residential,Wood Frame,1696409,Low_or_Unzoned
POL-00440,40.80966589049989,-122.42566299037598,Residential,Masonry,634655,Low_or_Unzoned
POL-00441,41.42114313587251,-122.54934197566357,Residential,Wood Frame,1517905,Low_or_Unzoned
POL-00442,40.08844073984982,-123.6078539561606,Residential,Wood Frame,2474162,Low_or_Unzoned
POL-00443,35.83176224679124,-117.58777188518636,Residential,Steel Frame,218363,Low_or_Unzoned
POL-00444,37.05881839288713,-118.63920256915037,Residential,Wood Frame,1499462,Low_or_Unzoned
POL-00445,38.46130190057452,-120.8564754781719,Residential,Masonry,175058,Low_or_Unzoned
POL-00446,36.46878443058967,-121.05721806280829,Commercial,Wood Frame,233807,Low_or_Unzoned
POL-00447,34.768382884798875,-119.51492543654166,Commercial,Wood Frame,284154,Low_or_Unzoned
POL-00448,35.314927144331904,-118.69544380495734,Commercial,Wood Frame,808478,Low_or_Unzoned
POL-00449,34.719273634974144,-116.72303239880043,Commercial,Wood Frame,554827,Low_or_Unzoned
POL-00450,36.56384477049069,-119.06089047055097,Residential,Wood Frame,472735,Low_or_Unzoned
POL-00451,36.15110314801698,-118.05104443465038,Commercial,Wood Frame,607427,Low_or_Unzoned
POL-00452,38.95664918558416,-122.01559728157117,Residential,Wood Frame,867205,Low_or_Unzoned
POL-00453,34.57341193471811,-119.42327010637857,Residential,Masonry,922274,Low_or_Unzoned
POL-00454,39.97027763694774,-123.71359365897916,Commercial,Wood Frame,1296700,Low_or_Unzoned
POL-00455,40.85162392184056,-121.9818905018308,Residential,Masonry,2317565,Low_or_Unzoned
POL-00456,41.4749542117684,-122.45293814926438,Commercial,Wood Frame,531208,Low_or_Unzoned
POL-00457,36.94031435687376,-119.19842976187354,Residential,Wood Frame,356157,Low_or_Unzoned
POL-00458,41.4559518542837,-124.117158966331,Commercial,Masonry,882777,Low_or_Unzoned
POL-00459,34.594618986166665,-115.63806854460874,Residential,Wood Frame,216337,Low_or_Unzoned
POL-00460,39.90605249888416,-120.07201751597788,Residential,Wood Frame,313964,Low_or_Unzoned
POL-00461,41.313646690354524,-121.00951973216917,Residential,Wood Frame,1202008,Low_or_Unzoned
POL-00462,41.95162431514113,-121.18690160303707,Commercial,Masonry,489283,Low_or_Unzoned
POL-00463,36.26429917957526,-120.64861763321419,Residential,Masonry,205550,Low_or_Unzoned
POL-00464,39.70326551918887,-123.45530597683387,Residential,Wood Frame,164087,Low_or_Unzoned
POL-00465,34.632185432448274,-115.41675345655837,Residential,Wood Frame,561840,Low_or_Unzoned
POL-00466,34.62626734081492,-118.191682431934,Residential,Masonry,1347170,Very High
POL-00467,38.13292938099618,-121.50533907185566,Residential,Wood Frame,1332858,Low_or_Unzoned
POL-00468,35.02320040459271,-116.54334611606085,Residential,Wood Frame,590487,Low_or_Unzoned
POL-00469,40.943106758755285,-121.16058407720755,Commercial,Wood Frame,2695589,Low_or_Unzoned
POL-00470,40.69021236402178,-123.90964490406479,Residential,Wood Frame,496899,Low_or_Unzoned
POL-00471,36.040540911616986,-120.89560736482329,Residential,Wood Frame,483664,Low_or_Unzoned
POL-00472,34.9676609457231,-115.55349163405073,Residential,Masonry,69289,Low_or_Unzoned
POL-00473,37.21081948324832,-119.09520696555381,Residential,Wood Frame,377795,Low_or_Unzoned
POL-00474,35.0367685666095,-120.2326263659728,Residential,Wood Frame,1068335,Low_or_Unzoned
POL-00475,40.73929490911812,-123.12147629394934,Commercial,Steel Frame,1888265,Low_or_Unzoned
POL-00476,39.22944827879283,-121.24823703339551,Residential,Wood Frame,278121,Low_or_Unzoned
POL-00477,40.451626619454885,-122.3811530433492,Residential,Wood Frame,782150,Low_or_Unzoned
POL-00478,39.65080807579759,-121.33985364386797,Residential,Wood Frame,1248562,Low_or_Unzoned
POL-00479,40.405274690598546,-122.30447767180905,Residential,Masonry,545231,Low_or_Unzoned
POL-00480,35.22686226516167,-116.42485810182289,Residential,Wood Frame,86974,Low_or_Unzoned
POL-00481,38.36080572456955,-120.03219057764565,Residential,Wood Frame,658573,Low_or_Unzoned
POL-00482,38.523054179446305,-119.81883172681633,Commercial,Steel Frame,993654,Low_or_Unzoned
POL-00483,41.64842403666045,-120.42628607882219,Residential,Masonry,253232,Low_or_Unzoned
POL-00484,38.50990798477251,-123.09619562880592,Residential,Masonry,440945,Low_or_Unzoned
POL-00485,33.473842415911456,-116.61005516592132,Residential,Wood Frame,214400,Low_or_Unzoned
POL-00486,39.22763484213017,-121.60654884875363,Residential,Wood Frame,69139,Low_or_Unzoned
POL-00487,35.78588904105309,-116.46417885498344,Commercial,Wood Frame,1228867,Low_or_Unzoned
POL-00488,41.70433962521407,-123.83015715933722,Residential,Wood Frame,538746,Low_or_Unzoned
POL-00489,39.62169240155779,-120.43415701729283,Commercial,Masonry,1939886,Low_or_Unzoned
POL-00490,39.703500361325716,-121.30285054428268,Residential,Wood Frame,1072880,Low_or_Unzoned
POL-00491,35.57429708192064,-116.96440034316825,Residential,Masonry,407025,Low_or_Unzoned
